Name,UserName,Timestamp,Verified,Tweets,Comments,Retweets,Likes,Impressions,Tags,Tweet Link,Tweet ID,Disaster
olmomastro,@olmomastro,2024-02-23T16:32:26.000Z,FALSE,"EMERGENZA INFINITA, LA DITTATURA È SERVITA.
LE MERD3 N4ZIC0M DEL WEF-NWO CREANO CRISI PREMEDITATE, COME QUELLA IDRICA, PER LEGITTIMARE CR1MINALI IMPOSIZIONI RIDUCENDOCI IN MISERIA E TRAMUTANDO LIBERTÀ E DIRITTI UMANI IN CONCESSIONI.#V_V #Scam #drought F*CK #Agenda2030 #Freedom .",0,0,0,4,"['#V_V', '#Scam', '#drought', '#Agenda2030', '#Freedom']",https://twitter.com/olmomastro/status/1761066496719991275,1.76107E+18,Drought
Channing Dutton,@channingdutton,2024-03-01T00:32:01.000Z,FALSE,"Take a look at this image. This is the fingerprint of the #ClimateEmergency. Intense dust stirred up by high winds, high temperatures, low humidity and #drought. And yet the fools at  act like it's business as usual. No wonder Caitlin Clark wants to get away.",1,0,2,99,"['#ClimateEmergency', '#drought']",https://twitter.com/channingdutton/status/1763361516818968719,1.76336E+18,Drought
MAGDA,@MAGDA_Project,2024-03-01T07:52:20.000Z,FALSE,"2024 brings alarming #waterscarcity signals for #Italy, with significant rainfall deficits in central-southern regions, Sardinia (-50%) and Sicily (-60%). #PrecisionAgriculture is crucial to address this challenge. #drought #Cipernicus  ",0,1,3,264,"['#waterscarcity', '#Italy', '#PrecisionAgriculture', '#drought', '#Cipernicus']",https://twitter.com/MAGDA_Project/status/1763472323418390737,1.76347E+18,Drought
Silicon Valley North,@CCLSVN,2024-02-25T17:58:04.000Z,FALSE,"#SundayMorning Reading: #Floods + #Indonesia's very, very rainy season continues: At least 11,500 people displaced by floods in Central Java https://reliefweb.int/report/indonesia/indonesia-least-11500-people-displaced-floods-central-java?utm_medium=social&utm_campaign=shared&utm_source=twitter.com… via ",5,0,0,45,"['#SundayMorning', '#Floods', '#Indonesia']",https://twitter.com/CCLSVN/status/1761812820696678797,1.76181E+18,Floods
Vivid Weather,@vividweatherofc,2024-02-25T03:18:49.000Z,FALSE,"A multi-day severe weather threat is expected to develop across a large corridor of the Central US stretching from the ArkLaTex to the Southern Great Lakes.

Latest update from our team!https://youtu.be/8HKHHnaCBp0#severeweather #MOwx #ARwx #ILwx #INwx #MIwx #wxtwitter #tornadoes",1,1,2,641,"['#severeweather', '#MOwx', '#ARwx', '#ILwx', '#INwx', '#MIwx', '#wxtwitter', '#tornadoes']",https://twitter.com/vividweatherofc/status/1761591553665941827,1.76159E+18,Tornadoes
Rose Ann Witt,@RAWitt2,2024-02-29T18:52:16.000Z,FALSE,"The lawsuit alleged Edison's long distance power lines & transformer ignited dry brush during powerful winds.

In 2021, the #MONOPOLY #UTILITY est'd total expected LOSSES for both the Woolsey & Thomas Fires would exceed $4.5Billion.

Rooftop #Solar Does Not Spark #WILDFIRES.",0,4,4,86,"['#MONOPOLY', '#UTILITY', '#Solar', '#WILDFIRES']",https://twitter.com/RAWitt2/status/1763276013788958788,1.76328E+18,Wildfire
Dr. Oula Amrouni د.عُلا العمروني,@OulaAmrouni,2024-02-27T21:13:32.000Z,FALSE,It will be a rainy days in Tunisia #Drought #Water,0,2,9,3100,"['#Drought', '#Water']",https://twitter.com/OulaAmrouni/status/1762586791205360007,1.76259E+18,Drought
Quantectum Indonesia,@Quantectum_Indo,2024-03-04T09:40:10.000Z,TRUE,"Indonesia #Earthquake #Forecast Tectonic Instabilities: 4 - 10 March 2024

Regions that will be the most tectonically unstable are:

· Sunda Strait, #Timor, #Papua, #Sulawesi, Molucca Sea, Halmahera, Eastern Papua New Guinea, #Philippines – Mindanao, Leyte, Bohol, Samar, Masbate…",1,0,1,41,"['#Earthquake', '#Forecast', '#Timor', '#Papua', '#Sulawesi', '#Philippines']",https://twitter.com/Quantectum_Indo/status/1764586626359889939,1.76459E+18,Earthquake
Victor,@WWBugs,2024-02-26T00:12:40.000Z,FALSE,"#Mexico City residents are protesting dangerous levels of #water shortages in Latin America’s second-biggest city caused by a #drought gripping half of the country, as well as outdated #infrastructure.",0,0,0,23,"['#Mexico', '#water', '#drought', '#infrastructure']",https://twitter.com/WWBugs/status/1761907092129231186,1.76191E+18,Drought
Chegg Pakistan,@CheggPk,2024-03-02T16:18:28.000Z,FALSE,Soldiers of the Pakistan Army have tirelessly been helping out the people in flood-stricken Gwadar after heavy rains.#Gawadar #floods #Pakistan #PakistanZindabad #PakistanArmy,0,0,0,76,"['#Gawadar', '#floods', '#Pakistan', '#PakistanZindabad', '#PakistanArmy']",https://twitter.com/CheggPk/status/1763962084617060679,1.76396E+18,Floods
Every Earthquake,@everyEarthquake,2024-03-04T09:59:07.000Z,TRUE,"USGS reports a M0.74 earthquake, 7 km NW of The Geysers, CA on 3/4/24 @ 9:56:55 UTChttps://earthquake.usgs.gov/earthquakes/eventpage/nc74011626…#earthquake",0,0,0,108,['#earthquake'],https://twitter.com/everyEarthquake/status/1764591395552051298,1.76459E+18,Earthquake
Matiullah Mati,@MatiullahMati24,2024-02-29T18:36:26.000Z,FALSE,خاران: شدید بارش کے باعث دیوار گرنے سے تین بچے (جس میں دو بیٹیاں اور ایک بیٹا شامل ہیں )جاں بحق جبکہ باپ زخمی ہو گیا۔#Balochistan #Kharan #Floods,1,0,2,117,"['#Balochistan', '#Kharan', '#Floods']",https://twitter.com/MatiullahMati24/status/1763272031406043566,1.76327E+18,Floods
Oliver T. Mhuriro,@Oliver_Mhuriro,2024-03-03T15:52:14.000Z,FALSE,"It’s devastating that #Zambia which was expected to #export large quantities of #grain in 2024 won’t be able to make it. 

8 #SADC countries are projected to experience severe grains shortages due to #drought in 2024.",1,1,1,54,"['#Zambia', '#export', '#grain', '#SADC', '#dr', 'ought']",https://twitter.com/Oliver_Mhuriro/status/1764317869498573167,1.76432E+18,Drought
Earthquake Monitor,@EQAlerts,2024-03-04T09:20:09.000Z,FALSE,#Earthquake M4.7 Chile: 55 Km Al NO De Tongoy 7mins ago  4 Mar 09:13 UTC - report/info:,0,2,2,290,['#Earthquake'],https://twitter.com/EQAlerts/status/1764581587801293141,1.76458E+18,Earthquake
leenky,@LeenkyNet,2024-03-01T18:24:12.000Z,FALSE,"No, Biden #Didn't #‘Admit’ Texas #Wildfires Were #Caused by #Directed-Energy #Weapons",0,0,0,18,"['#Didn', '#Wildfires', '#Caused', '#Directed', '#Weapons']",https://twitter.com/LeenkyNet/status/1763631338668626333,1.76363E+18,Wildfire
Latest Earthquakes,@zelzeleler,2024-03-04T07:07:45.000Z,FALSE,"Mar 4, 2024 06:45:27 UTC
Jeti-Ögüz, Issyk-Kul Region, Kyrgyzstan
5.0 MB - 22 min ago#earthquake",0,0,1,158,['#earthquake'],https://twitter.com/zelzeleler/status/1764548267856019558,1.76455E+18,Earthquake
Michael Singleton,@michael_niji,2024-02-29T18:04:38.000Z,TRUE,"What they need is IFUS SPG+IMPACT FUSION INTERNATIONAL, INC.$IFUS #Hay #Drought #Cattle #BEEF  SGP+ New Letter to the Shareholders.  Your Company is Real.  Had a great couple of weeks.  Plant is busy.   Call Marc 800-775-4130. No Smell, No Flies and many other…",0,0,0,64,"['#Hay', '#Drought', '#Cattle', '#BEEF']",https://twitter.com/michael_niji/status/1763264026505544063,1.76326E+18,Drought
【超速報】ニュース速報・緊急地震速報,@sokuho_news_bot,2024-03-04T08:31:57.000Z,TRUE,"#防災科研 より【#強震モニタ】に反応です。地震警戒（最大予測震度:3, 規模:M4.0）#earthquake(予測震度画像 2024-03-04 17:31:51)",1,0,0,589,"['#防災科研', '#強震モニタ', '#earthquake']",https://twitter.com/sokuho_news_bot/status/1764569457169715314,1.76457E+18,Earthquake
Nopolluting,@nopolluting,2024-02-29T16:11:17.000Z,TRUE,"Around 3,000 fires in the Brazilian Amazon, a new record for any February since records began in 1999.#wildfires #savetheamazon",0,0,0,41,"['#wildfires', '#savetheamazon']",https://twitter.com/nopolluting/status/1763235501471891508,1.76324E+18,Wildfire
stephen Musarurwa,@stphofficial,2024-03-04T09:49:33.000Z,TRUE,"At least 160 elephants have died as #drought conditions hit #Zimbabwe, and with hot, dry weather likely to continue, conservationists fear there could be more deaths to come.On the occasion of #WorldWildlifeDay, it is crucial for every individual to step up and actively…",0,0,0,12,"['#drought', '#Zimbabwe', '#WorldWildlifeDay']",https://twitter.com/stphofficial/status/1764588985710530687,1.76459E+18,Drought
NCRI-FAC,@iran_policy,2024-03-03T12:46:44.000Z,TRUE,"#Iran News in Brief
Nearly 2,000 villages and several counties in the Sistan and Baluchestan province have been ravaged by destructive #floods, rendering access to over two-thirds of the villages and counties impossible due to extensive inundation.https://ncr-iran.org/en/news/latest-news-in-brief/iran-news-in-brief-march-3-2024/…",0,78,66,551,"['#Iran', '#floods']",https://twitter.com/iran_policy/status/1764271187188699620,1.76427E+18,Floods
NCRCRD,@NCRCRD,2024-02-29T20:53:46.000Z,FALSE,"Please join us NEXT WEEK for our March webinar ""Collaborative Drought Planning Using Drought Scenario Exercises"" on Wed., 3/6/24 • 1 pm (ET). https://bit.ly/49AzUuM Presenters with  to share their new Extension guidebook/website. #drought #disasterplanning",0,1,0,26,"['#drought', '#disasterplanning']",https://twitter.com/NCRCRD/status/1763306589539180767,1.76331E+18,Drought
Mike,@SGde3a,2024-02-29T07:28:39.000Z,FALSE,"Feb-28-2024. Climate Scam USA/California.

High pressure blocking cloud/precipitation each day.#highpressure #climate #estafaclimatico #drought #sequia #netzero #farmers #oil",0,0,0,12,"['#highpressure', '#climate', '#estafaclimatico', '#drought', '#sequia', '#netzero', '#farmers', '#oil']",https://twitter.com/SGde3a/status/1763103977342919110,1.7631E+18,Drought
David Forrest,@NewsForrest,2024-03-01T16:47:40.000Z,FALSE,The death toll from the #wildfires in the #Texas Panhandle region has risen to at least two as the #SmokehouseCreekFire becomes the state's largest ever fire at 1.075 million acres and spills over into Oklahoma.#TxFire,1,1,2,382,"['#wildfires', '#Texas', '#SmokehouseCreekFire', '#TxFire']",https://twitter.com/NewsForrest/status/1763607044177772758,1.76361E+18,Wildfire
Earthquake Alerts,@QuakesToday,2024-03-04T06:16:04.000Z,FALSE,4.9 magnitude #earthquake. South Sandwich Islands region http://earthquaketrack.com/quakes/2024-03-04-05-57-19-utc-4-9-27…,0,3,6,1100,['#earthquake'],https://twitter.com/QuakesToday/status/1764535259566407913,1.76454E+18,Earthquake
Alexis Moser,@Alexismoser2019,2024-02-28T01:40:22.000Z,TRUE,"Brand new #Tornadowarning has been issued for Cook, DuPage & Lake counties in #Illinois this includes the Northern suburbs of ##Chicago. This Line of storms is capable of producing #Tornadoes located along the line extending from Lake Barrington to Carol stream, moving NE at…",0,0,1,394,"['#Tornadowarning', '#Illinois', '#Chicago', '#Tornadoes']",https://twitter.com/Alexismoser2019/status/1762653940116570149,1.76265E+18,Tornadoes
Dialogue Pakistan,@DialoguePak,2024-02-29T15:36:01.000Z,TRUE,Gwadar has been declared “calamity-hit” after hours-long torrential rains triggered flash floods and inundated most parts of the port city.https://dialoguepakistan.com/en/pakistan/gwadar-declared-calamity-hit-as-more-rains-lash-city…#DialoguePakistan #Gawadar #HeavyRain #Declared #Calamity #Hits #LashCity #Torrential #Floods #PortCity,0,0,0,59,"['#DialoguePakistan', '#Gawadar', '#HeavyRain', '#Declared', '#Calamity', '#Hits', '#LashCity', '#Torrential', '#Floods', '#PortCity']",https://twitter.com/DialoguePak/status/1763226627331289409,1.76323E+18,Floods
Ontario Association of Fire Chiefs (OAFC),@ONFireChiefs,2024-03-03T14:01:01.000Z,FALSE,"Wildfires a concern for City of Thunder Bay as fire season nears

However, severity of season difficult to predict, despite warm winter#firesafety #lifesafety #publicsafety #fireservice #ontario #ONsafety #wildfires",0,1,2,492,"['#firesafety', '#lifesafety', '#publicsafety', '#fireservice', '#ontario', '#ONsafety', '#wildfires']",https://twitter.com/ONFireChiefs/status/1764289880845128104,1.76429E+18,Wildfire
Ido Rog,@ido_rog,2024-02-23T18:22:21.000Z,FALSE,Happy to share our new  paper “Increased belowground tree carbon allocation in a mature mixed forest in a dry versus a wet year” @TheWeizmannTreeLab @Weizmann_PES https://onlinelibrary.wiley.com/doi/abs/10.1111/gcb.17172… #belowground #C_balance #C_allocation #mixed_forest #NSC #Lipids #drought,4,12,51,5100,"['#belowground', '#C_balance', '#C_allocation', '#mixed_forest', '#NSC', '#Lipids', '#drought']",https://twitter.com/ido_rog/status/1761094158159073657,1.76109E+18,Drought
NCRI-FAC,@iran_policy,2024-03-03T12:46:44.000Z,TRUE,"#Iran News in Brief
Nearly 2,000 villages and several counties in the Sistan and Baluchestan province have been ravaged by destructive #floods, rendering access to over two-thirds of the villages and counties impossible due to extensive inundation.https://ncr-iran.org/en/news/latest-news-in-brief/iran-news-in-brief-march-3-2024/…",0,78,66,556,"['#Iran', '#floods']",https://twitter.com/iran_policy/status/1764271187188699620,1.76427E+18,Floods
Kevin Robinson,@KevinWLWT,2024-02-27T17:34:13.000Z,FALSE,"#Cincinnati always had threat of few #tornadoes within a squall line (wind threat) or “QLCS”. Upgrade concerns more discreet storm development ahead of line. That part remains uncertain, but signals are too high to ignore + wind. #wlwt #wlwtweather #mostaccurate12 #Cincywx ",3,12,48,14000,"['#Cincinnati', '#tornadoes', '#wlwt', '#wlwtweather', '#mostaccurate12', '#Cincywx']",https://twitter.com/KevinWLWT/status/1762531595506901139,1.76253E+18,Tornadoes
Dr Jill Belch,@JillBelch,2024-03-04T08:41:49.000Z,TRUE,"Good to see light shed on #drought in this excellent article.
“We need to talk about water, & the fact the world is running out of it” . “On a planet getting hotter & drier, govts are wilfully ignoring a looming crisis.”https://theguardian.com/commentisfree/2024/mar/04/water-world-run-out-planet-hotter-looming-crisis?CMP=Share_iOSApp_Other…",0,2,4,82,['#drought'],https://twitter.com/JillBelch/status/1764571940881158144,1.76457E+18,Drought
theSun,@theSundaily,2024-03-02T14:16:06.000Z,FALSE,"A total of 1,193 victims from 367 families are taking shelter in PPS, compared to 356 individuals from 121 families as of noon earlier today.#theSun #theSunMY #floods #evacuation #Sarawak #Malaysianews",0,1,0,379,"['#theSun', '#theSunMY', '#floods', '#evacuation', '#Sarawak', '#Malaysianews']",https://twitter.com/theSundaily/status/1763931290850746816,1.76393E+18,Floods
Mike,@SGde3a,2024-02-28T07:22:52.000Z,FALSE,"Feb-27-2024. Climate scam USA/California.

High pressure blocking cloud/precipitation each day.#highpressure #climate #drought #sequia #netzero #raytheon #oil #carbon",0,0,0,14,"['#highpressure', '#climate', '#drought', '#sequia', '#netzero', '#raytheon', '#oil', '#carbon']",https://twitter.com/SGde3a/status/1762740132149678227,1.76274E+18,Drought
MISS MUSIC,@missmusicdiva,2024-02-28T15:23:07.000Z,FALSE,#Tornadoes Rip Across #Midwest Leaving #Damage In Its Wake https://youtu.be/nAVJ3TN_LYc?si=do06eLwo81wJ-W7v… via ,0,0,0,16,"['#Tornadoes', '#Midwest', '#Damage']",https://twitter.com/missmusicdiva/status/1762860990947807413,1.76286E+18,Tornadoes
Texas Dairymen,@TXDairymen,2024-03-01T17:28:04.000Z,FALSE,Prayers for our cattle brethren. #Dairy farmers in the Panhandle are no strangers to the heartbreaking loss of livestock from natural weather disasters. Please consider helping our Texas neighbors affected by the #wildfires.,0,2,2,77,"['#Dairy', '#wildfires']",https://twitter.com/TXDairymen/status/1763617211590103323,1.76362E+18,Wildfire
Soledad Haren,@Soledad_Haren,2024-02-28T01:38:29.000Z,FALSE,"#Wildfires in #Texas, now ... believe in #ClimateChange, yet, you #FossilFuels tool,  #GregAbbott#CORRUPT #Bought #TexasPanhandle#ClimateChangeIsReal#ClimateChangeDenialIsDeadly",1,0,0,203,"['#Wildfires', '#Texas', '#ClimateChange', '#FossilFuels', '#GregAbbott', '#CORRUPT', '#Bought', '#TexasPanhandle', '#ClimateChangeIsReal', '#ClimateChangeDenialIsDeadly']",https://twitter.com/Soledad_Haren/status/1762653468102197694,1.76265E+18,Wildfire
Yuri,@pidgayniy2021,2024-03-04T08:41:55.000Z,FALSE,"A moderate magnitude 3.6 #earthquake occurred under the sea 163 km (101 mi) from  New Zealand in the late afternoon of Monday, Mar 4, 2024 at 6.27 pm local time (GMT +13). The quake had a great depth of 355 km (221 mi) #EarthquakePH",0,0,1,23,"['#earthquake', '#EarthquakePH']",https://twitter.com/pidgayniy2021/status/1764571965744930892,1.76457E+18,Earthquake
Quantectum Indonesia,@Quantectum_Indo,2024-03-04T09:33:36.000Z,TRUE, Weekly #Indonesia #Earthquake #Forecast 4 - 10 March 2024 ,1,0,1,96,"['#Indonesia', '#Earthquake', '#Forecast']",https://twitter.com/Quantectum_Indo/status/1764584971564409069,1.76458E+18,Earthquake
Susan Garren,@GarrenSusan,2024-03-03T15:41:20.000Z,FALSE,"We don’t inherit the earth 
from our ancestors, 
we borrow it from 
our children. 
Native American proverb #ClimateCrisis #CleanAirWater #ExtremeWeather #PlasticPollution #WildFires #Drought #SeaLevelsRising  #WarDamagePollution  #Immigration #OilSpills #FoodInsecurity",0,0,0,18,"['#ClimateCrisis', '#CleanAirWater', '#ExtremeWeather', '#PlasticPollution', '#WildFires', '#Drought', '#SeaLevelsRising', '#WarDamagePollution', '#Immigration', '#OilSpills', '#FoodInsecurity']",https://twitter.com/GarrenSusan/status/1764315128382820602,1.76432E+18,Drought
Fedorovich Olha,@fedorovicolha,2024-03-02T22:25:58.000Z,FALSE,"URGENT: #Gwadar, #Pakistan devastated by massive #floods! More than 100mm of rainfall in just 12 hours causes coastal highway to come to a standstill and devastates buildings. State of emergency declared!#ClimateEmergency #Disasters #ClimateChange #Cycling",0,0,0,68,"['#Gwadar', '#Pakistan', '#floods', '#ClimateEmergency', '#Disasters', '#ClimateChange', '#Cycling']",https://twitter.com/fedorovicolha/status/1764054567665229975,1.76405E+18,Floods
blaubeerblau,@blaubeerblau2,2024-02-28T09:38:30.000Z,FALSE,"Feed them
Water them
Cherish them
Protect them
Save them#birds#insects #insectensterben #insekten #artensterben #drought #Duerre#bienen #hummeln",0,0,2,31,"['#birds', '#insects', '#insectensterben', '#insekten', '#artensterben', '#drought', '#Duerre', '#bienen', '#hummeln']",https://twitter.com/blaubeerblau2/status/1762774264736841955,1.76277E+18,Drought
Drought Center,@DroughtCenter,2024-02-29T13:30:07.000Z,FALSE,"US Drought Monitor 2-29-24

Happy Leap Day! For the 50 states and Puerto Rico, the US Drought Monitor shows 18.09% in moderate drought or worse, compared to 16.62% last week.#droughtmonitor #drought #drought2024 #climate #science #data #maps #UnitedStates #USA #US",0,17,13,18000,"['#droughtmonitor', '#drought', '#drought2024', '#climate', '#science', '#data', '#maps', '#UnitedStates', '#USA', '#US']",https://twitter.com/DroughtCenter/status/1763194943802151140,1.76319E+18,Drought
Eva D,@EdaFaktor,2024-02-26T08:50:16.000Z,FALSE,"#Olomouc #řekaMorava #nature #floods #clouds #Winter 25.2.2024, Olomouc, u řeky Moravy",11,79,299,2100,"['#Olomouc', '#řekaMorava', '#nature', '#floods', '#clouds', '#Winter']",https://twitter.com/EdaFaktor/status/1762037351306437059,1.76204E+18,Floods
Peter D Carter,@PCarterClimate,2024-03-04T06:23:22.000Z,FALSE,"AMERICA BURNS IN EARLY MARCH 
Copernicus shows intense heat of large fires
NASA FIRMS shows more and larger fires 
Large active fires 16 stateshttps://nifc.gov/fire-information/nfn…#wildfires #climatechange #globalwarming",3,7,13,845,"['#wildfires', '#climatechange', '#globalwarming']",https://twitter.com/PCarterClimate/status/1764537098701623519,1.76454E+18,Wildfire
Niki libero,@NikiLibero,2024-02-25T05:21:36.000Z,FALSE,"EMERGENZA INFINITA, LA DITTATURA È SERVITA.
LE MERD3 N4ZIC0M DEL WEF-NWO CREANO CRISI PREMEDITATE, COME QUELLA IDRICA, PER LEGITTIMARE CR1MINALI IMPOSIZIONI RIDUCENDOCI IN MISERIA E TRAMUTANDO LIBERTÀ E DIRITTI UMANI IN CONCESSIONI.#V_V #Scam #drought F*CK #Agenda2030 #Freedom .",0,0,0,10,"['#V_V', '#Scam', '#drought', '#Agenda2030', '#Freedom']",https://twitter.com/NikiLibero/status/1761622449991680164,1.76162E+18,Drought
Patriots Inside The Wire,@PatriotOnAir,2024-02-29T00:53:49.000Z,FALSE,Live Breaking Story   #wildfires #live  8:15 PM CST #X #hotline #agristress #fires,0,3,3,71,"['#wildfires', '#live', '#X', '#hotline', '#agristress', '#fires']",https://twitter.com/PatriotOnAir/status/1763004613135884783,1.763E+18,Wildfire
The Texas Water Infrastructure Network (TXWIN),@TX_WIN,2024-03-02T13:37:59.000Z,TRUE,California (and Texas) missing out on billions of gallons of stormwater  via ⁦⁩ #cawater #txwater #drought,1,1,0,103,"['#cawater', '#txwater', '#drought']",https://twitter.com/TX_WIN/status/1763921697097342996,1.76392E+18,Drought
Michael Charney,@DutchReach,2024-02-27T00:52:02.000Z,FALSE,"For Good Government, always ALWAYS #VoteBlue #Biden2024 #AZ #Arizona #water #drought #climate #Saudis #bribery #JamalKhashoggi #assassination #MBS #petrostate #women #woman #equalrights #daughters #separationofchurchandstate #crops #waterrights #Phoenix #Tucson #seniors #leases",0,0,1,59,"['#VoteBlue', '#Biden2024', '#AZ', '#Arizona', '#water', '#drought', '#climate', '#Saudis', '#bribery', '#JamalKhashoggi', '#assassination', '#MBS', '#petrostate', '#women', '#woman', '#equalrights', '#daughters', '#separationofchurchandstate', '#crops', '#waterrights', '#Phoenix', '#Tucson', '#seniors', '#leases']",https://twitter.com/DutchReach/status/1762279387292909702,1.76228E+18,Drought
Every Earthquake,@everyEarthquake,2024-03-04T05:46:06.000Z,TRUE,"USGS reports a M0.35 earthquake, 6 km W of Cobb, CA on 3/3/24 @ 18:32:23 UTChttps://earthquake.usgs.gov/earthquakes/eventpage/nc74011186…#earthquake",0,1,0,206,['#earthquake'],https://twitter.com/everyEarthquake/status/1764527719218393098,1.76453E+18,Earthquake
Asha Fassbender,@FassbenderENG,2024-02-28T17:19:09.000Z,FALSE,"RAW: Firefighters in Texas drive through Smokehouse Creek Fire (no audio) #WildFire #WildFire #Nature #WildFires #WildFireSmoke [Video] The Smokehouse Creek Fire in Canadian, Texas, has scorched more than 200,000 acres and ...",0,0,0,598,"['#WildFire', '#WildFire', '#Nature', '#WildFires', '#WildFireSmoke']",https://twitter.com/FassbenderENG/status/1762890192367833183,1.76289E+18,Wildfire
AllQuakes - EMSC,@EMSC,2024-03-04T07:20:30.000Z,FALSE,#Earthquake (#σεισμός) M3.7 strikes 24 km NW of #Argostólion (#Greece) 14 min ago. More info:,0,1,1,451,"['#Earthquake', '#σεισμός', '#Argostólion', '#Greece']",https://twitter.com/EMSC/status/1764551477370949939,1.76455E+18,Earthquake
𝐂𝐡𝐞 𝐆𝐮𝐞𝐯𝐚𝐫𝐚 ☭,@cheguwera,2024-03-02T08:20:59.000Z,FALSE,#Texas towns left in ruins in wake of devastating #wildfires#TexasWildfires,0,1,0,165,"['#Texas', '#wildfires', '#TexasWildfires']",https://twitter.com/cheguwera/status/1763841921800192407,1.76384E+18,Wildfire
【超速報】ニュース速報・緊急地震速報,@sokuho_news_bot,2024-03-04T08:47:05.000Z,TRUE,"#防災科研 より【#強震モニタ】に反応です。地震警戒（最大予測震度:2, 規模:M2.8）#earthquake(予測震度画像 2024-03-04 17:46:59)",1,0,0,105,"['#防災科研', '#強震モニタ', '#earthquake']",https://twitter.com/sokuho_news_bot/status/1764573264217813350,1.76457E+18,Earthquake
UN Land and Drought,@UNCCD,2024-02-26T13:13:08.000Z,TRUE,"Are you at #UNEA6 ? Join us on Thursday Feb. 29  for an engaging session with  on how to restore degraded lands and improve #drought resilience to tackle climate change and advance biodiversity conservation.

More info: https://unccd.int/events/other/unea-6-high-level-panel-combating-land-degradation-climate-and-biodiversity… #UNited4Land",0,9,28,1600,"['#UNEA6', '#drought', '#UNited4Land']",https://twitter.com/UNCCD/status/1762103503923585177,1.7621E+18,Drought
Every Earthquake,@everyEarthquake,2024-03-04T05:50:06.000Z,TRUE,"USGS reports a M0.48 earthquake, 3 km SW of Anderson Springs, CA on 3/3/24 @ 18:33:31 UTChttps://earthquake.usgs.gov/earthquakes/eventpage/nc71132974…#earthquake",0,1,0,209,['#earthquake'],https://twitter.com/everyEarthquake/status/1764528728019722751,1.76453E+18,Earthquake
Sun Sentinel Sports,@Sentinel_Sports,2024-02-25T15:12:10.000Z,FALSE,Miami #Hurricanes’ skid stretches to six with loss to #Georgia #Tech https://trib.al/NN7Mcyz #UM #ACC,0,0,0,352,"['#Hurricanes', '#Georgia', '#Tech', '#UM', '#ACC']",https://twitter.com/Sentinel_Sports/status/1761771073077498064,1.76177E+18,Hurricanes
FarmPolicy,@FarmPolicy,2024-03-04T01:35:00.000Z,TRUE,"#Texas #wildfires have consumed acres of #agricultural land, killing thousands of #livestock, destroying #crops and exacerbating challenges lingering from last year’s #drought.",0,3,4,1400,"['#Texas', '#wildfires', '#agricultural', '#livestock', '#crops', '#drought']",https://twitter.com/FarmPolicy/status/1764464527712600217,1.76446E+18,Drought
Every Earthquake,@everyEarthquake,2024-03-04T06:14:06.000Z,TRUE,"USGS reports a M4.9 earthquake, South Sandwich Islands region on 3/4/24 @ 5:57:19 UTChttps://earthquake.usgs.gov/earthquakes/eventpage/us6000mglf…Try Every Earthquake on your iPhone! Grab the new app here: https://apps.apple.com/us/app/every-earthquake/id1518750802…#earthquake",0,0,0,189,['#earthquake'],https://twitter.com/everyEarthquake/status/1764534768144630220,1.76453E+18,Earthquake
DISASTER TRACKER,@DisasterTrackHQ,2024-02-29T16:58:50.000Z,FALSE,"More footage of the flooding after the River Acre broke its banks in Brasiléia, northern state of Acre, Brazil  
| 27 February 2024 |#floods #flooding #AcreRiver #Brazil #Brasiléia Almir Andrade",0,25,39,1800,"['#floods', '#flooding', '#AcreRiver', '#Brazil', '#Brasiléia']",https://twitter.com/DisasterTrackHQ/status/1763247466441232895,1.76325E+18,Floods
Pln. Andrews Aibi Junior,@AibiAndrews,2024-03-03T19:29:47.000Z,FALSE," 2023 CO2 emissions report paints a stark picture: global carbon pollution from energy soared to a record high of 37.4 billion tonnes, up by 410 million tons from the previous year. This is why   #ClimateAction  #FossilFree #drought #RenewableEnergy",1,0,0,25,"['#ClimateAction', '#FossilFree', '#drought', '#RenewableEnergy']",https://twitter.com/AibiAndrews/status/1764372619124433024,1.76437E+18,Drought
Sun Sentinel Sports,@Sentinel_Sports,2024-02-27T19:26:42.000Z,FALSE,Will Cameron Ward live up to the hype? Five offensive players to watch in #Hurricanes spring practice https://trib.al/kKoEDYA #UM,0,1,0,232,"['#Hurricanes', '#UM']",https://twitter.com/Sentinel_Sports/status/1762559903552434403,1.76256E+18,Hurricanes
Common Raven,@Bewickwren,2024-02-29T16:11:15.000Z,FALSE,New Mexico is among the hardest hit by #drought #nmwx #NMFire,2,1,7,229,"['#drought', '#nmwx', '#NMFire']",https://twitter.com/Bewickwren/status/1763235494186430583,1.76324E+18,Drought
Yes Punjab Punjabi,@BawaHS,2024-03-02T06:10:55.000Z,FALSE,"ਅਮਰੀਕਾ ਦੇ ਟੈਕਸਾਸ , ਓਕਲਾਹੋਮਾ ਤੇ ਡੇਲਾਵੇਰ ਰਾਜਾਂ ਵਿਚ ਲੱਗੀ ਭਿਆਨਕ ਅੱਗ ਵਿੱਚ ਲੱਖਾਂ ਏਕੜ ਜੰਗਲੀ ਰਕਬਾ ਸੜਿਆ#USA #California #Texas #Oklahoma #Wildfires #ForestFires #Disaster #JungleFire #YesPunjab",0,0,0,71,"['#USA', '#California', '#Texas', '#Oklahoma', '#Wildfires', '#ForestFires', '#Disaster', '#JungleFire', '#YesPunjab']",https://twitter.com/BawaHS/status/1763809188822520091,1.76381E+18,Wildfire
